year,round,constructor_id,constructor_name,constructor_champ_pos,constructor_champ_pts,constructor_wins
2018,12,ferrari,Ferrari,2,335.0,4
2018,12,red_bull,Red Bull,3,223.0,3
2018,12,renault,Renault,4,82.0,0
2018,12,haas,Haas F1 Team,5,66.0,0
2018,12,force_india,Force India,6,59.0,0
2018,12,mclaren,McLaren,7,52.0,0
2018,12,toro_rosso,Toro Rosso,8,28.0,0
2018,12,sauber,Sauber,9,18.0,0
2018,12,williams,Williams,10,4.0,0
2018,13,mercedes,Mercedes,1,375.0,5
2018,13,ferrari,Ferrari,2,360.0,5
2018,13,red_bull,Red Bull,3,238.0,3
2018,13,renault,Renault,4,82.0,0
2018,13,force_india,Force India,5,77.0,0
2018,13,haas,Haas F1 Team,6,76.0,0
2018,13,mclaren,McLaren,7,52.0,0
2018,13,toro_rosso,Toro Rosso,8,30.0,0
2018,13,sauber,Sauber,9,19.0,0
2018,13,williams,Williams,10,4.0,0
2018,14,mercedes,Mercedes,1,415.0,6
2018,14,ferrari,Ferrari,2,390.0,5
2018,14,red_bull,Red Bull,3,248.0,3
2018,14,force_india,Force India,4,91.0,0
2018,14,renault,Renault,5,86.0,0
2018,14,haas,Haas F1 Team,6,76.0,0
2018,14,mclaren,McLaren,7,52.0,0
2018,14,toro_rosso,Toro Rosso,8,30.0,0
2018,14,sauber,Sauber,9,19.0,0
2018,14,williams,Williams,10,7.0,0
2018,15,mercedes,Mercedes,1,452.0,7
2018,15,ferrari,Ferrari,2,415.0,5
2018,15,red_bull,Red Bull,3,274.0,3
2018,15,force_india,Force India,4,91.0,0
2018,15,renault,Renault,5,91.0,0
2018,15,haas,Haas F1 Team,6,76.0,0
2018,15,mclaren,McLaren,7,58.0,0
2018,15,toro_rosso,Toro Rosso,8,30.0,0
2018,15,sauber,Sauber,9,21.0,0
2018,15,williams,Williams,10,7.0,0
2018,16,mercedes,Mercedes,1,495.0,8
2018,16,ferrari,Ferrari,2,442.0,5
2018,16,red_bull,Red Bull,3,292.0,3
2018,16,force_india,Force India,4,94.0,0
2018,16,renault,Renault,5,91.0,0
2018,16,haas,Haas F1 Team,6,80.0,0
2018,16,mclaren,McLaren,7,58.0,0
2018,16,toro_rosso,Toro Rosso,8,30.0,0
2018,16,sauber,Sauber,9,27.0,0
2018,16,williams,Williams,10,7.0,0
2018,17,mercedes,Mercedes,1,538.0,9
2018,17,ferrari,Ferrari,2,460.0,5
2018,17,red_bull,Red Bull,3,319.0,3
2018,17,force_india,Force India,4,102.0,0
2018,17,renault,Renault,5,92.0,0
2018,17,haas,Haas F1 Team,6,84.0,0
2018,17,mclaren,McLaren,7,58.0,0
2018,17,toro_rosso,Toro Rosso,8,30.0,0
2018,17,sauber,Sauber,9,27.0,0
2018,17,williams,Williams,10,7.0,0
2018,18,mercedes,Mercedes,1,563.0,9
2018,18,ferrari,Ferrari,2,497.0,6
2018,18,red_bull,Red Bull,3,337.0,3
2018,18,force_india,Force India,4,106.0,0
2018,18,renault,Renault,5,106.0,0
2018,18,haas,Haas F1 Team,6,84.0,0
2018,18,mclaren,McLaren,7,58.0,0
2018,18,toro_rosso,Toro Rosso,8,32.0,0
2018,18,sauber,Sauber,9,28.0,0
2018,18,williams,Williams,10,7.0,0
2018,19,mercedes,Mercedes,1,585.0,9
2018,19,ferrari,Ferrari,2,530.0,6
2018,19,red_bull,Red Bull,3,362.0,4
2018,19,renault,Renault,4,114.0,0
2018,19,force_india,Force India,5,106.0,0
2018,19,haas,Haas F1 Team,6,84.0,0
2018,19,mclaren,McLaren,7,62.0,0
2018,19,sauber,Sauber,8,36.0,0
2018,19,toro_rosso,Toro Rosso,9,33.0,0
2018,19,williams,Williams,10,7.0,0
2018,20,mercedes,Mercedes,1,620.0,10
2018,20,ferrari,Ferrari,2,553.0,6
2018,20,red_bull,Red Bull,3,392.0,4
2018,20,renault,Renault,4,114.0,0
2018,20,force_india,Force India,5,107.0,0
2018,20,haas,Haas F1 Team,6,90.0,0
2018,20,mclaren,McLaren,7,62.0,0
2018,20,sauber,Sauber,8,42.0,0
2018,20,toro_rosso,Toro Rosso,9,33.0,0
2018,20,williams,Williams,10,7.0,0
2018,21,mercedes,Mercedes,1,655.0,11
2018,21,ferrari,Ferrari,2,571.0,6
2018,21,red_bull,Red Bull,3,419.0,4
2018,21,renault,Renault,4,122.0,0
2018,21,force_india,Force India,5,111.0,0
2018,21,haas,Haas F1 Team,6,93.0,0
2018,21,mclaren,McLaren,7,62.0,0
2018,21,sauber,Sauber,8,48.0,0
2018,21,toro_rosso,Toro Rosso,9,33.0,0
2018,21,williams,Williams,10,7.0,0
2019,1,mercedes,Mercedes,1,44.0,1
2019,1,ferrari,Ferrari,2,22.0,0
2019,1,red_bull,Red Bull,3,15.0,0
2019,1,haas,Haas F1 Team,4,8.0,0
2019,1,renault,Renault,5,6.0,0
2019,1,alfa,Alfa Romeo,6,4.0,0
2019,1,racing_point,Racing Point,7,2.0,0
2019,1,toro_rosso,Toro Rosso,8,1.0,0
2019,1,mclaren,McLaren,9,0.0,0
2019,1,williams,Williams,10,0.0,0
2019,2,mercedes,Mercedes,1,87.0,2
2019,2,ferrari,Ferrari,2,48.0,0
2019,2,red_bull,Red Bull,3,31.0,0
2019,2,alfa,Alfa Romeo,4,10.0,0
2019,2,mclaren,McLaren,5,8.0,0
2019,2,haas,Haas F1 Team,6,8.0,0
2019,2,renault,Renault,7,6.0,0
2019,2,toro_rosso,Toro Rosso,8,3.0,0
2019,2,racing_point,Racing Point,9,3.0,0
2019,2,williams,Williams,10,0.0,0
2019,3,mercedes,Mercedes,1,130.0,3
2019,3,ferrari,Ferrari,2,73.0,0
2019,3,red_bull,Red Bull,3,52.0,0
2019,3,renault,Renault,4,12.0,0
2019,3,alfa,Alfa Romeo,5,12.0,0
2019,3,haas,Haas F1 Team,6,8.0,0
2019,3,mclaren,McLaren,7,8.0,0
2019,3,racing_point,Racing Point,8,7.0,0
2019,3,toro_rosso,Toro Rosso,9,4.0,0
2019,3,williams,Williams,10,0.0,0
2019,4,mercedes,Mercedes,1,173.0,4
2019,4,ferrari,Ferrari,2,99.0,0
2019,4,red_bull,Red Bull,3,64.0,0
2019,4,mclaren,McLaren,4,18.0,0
2019,4,racing_point,Racing Point,5,17.0,0
2019,4,alfa,Alfa Romeo,6,13.0,0
2019,4,renault,Renault,7,12.0,0
2019,4,haas,Haas F1 Team,8,8.0,0
2019,4,toro_rosso,Toro Rosso,9,4.0,0
2019,4,williams,Williams,10,0.0,0
2019,5,mercedes,Mercedes,1,217.0,5
2019,5,ferrari,Ferrari,2,121.0,0
2019,5,red_bull,Red Bull,3,87.0,0
2019,5,mclaren,McLaren,4,22.0,0
2019,5,racing_point,Racing Point,5,17.0,0
2019,5,haas,Haas F1 Team,6,15.0,0
2019,5,alfa,Alfa Romeo,7,13.0,0
2019,5,renault,Renault,8,12.0,0
2019,5,toro_rosso,Toro Rosso,9,6.0,0
2019,5,williams,Williams,10,0.0,0
2019,6,mercedes,Mercedes,1,257.0,6
2019,6,ferrari,Ferrari,2,139.0,0
2019,6,red_bull,Red Bull,3,110.0,0
2019,6,mclaren,McLaren,4,30.0,0
2019,6,racing_point,Racing Point,5,17.0,0
2019,6,haas,Haas F1 Team,6,16.0,0
2019,6,toro_rosso,Toro Rosso,7,16.0,0
2019,6,renault,Renault,8,14.0,0
2019,6,alfa,Alfa Romeo,9,13.0,0
2019,6,williams,Williams,10,0.0,0
2019,7,mercedes,Mercedes,1,295.0,7
2019,7,ferrari,Ferrari,2,172.0,0
2019,7,red_bull,Red Bull,3,124.0,0
2019,7,mclaren,McLaren,4,30.0,0
2019,7,renault,Renault,5,28.0,0
2019,7,racing_point,Racing Point,6,19.0,0
2019,7,toro_rosso,Toro Rosso,7,17.0,0
2019,7,haas,Haas F1 Team,8,16.0,0
2019,7,alfa,Alfa Romeo,9,13.0,0
2019,7,williams,Williams,10,0.0,0
2019,8,mercedes,Mercedes,1,338.0,8
2019,8,ferrari,Ferrari,2,198.0,0
2019,8,red_bull,Red Bull,3,137.0,0
2019,8,mclaren,McLaren,4,40.0,0
2019,8,renault,Renault,5,32.0,0
2019,8,racing_point,Racing Point,6,19.0,0
2019,8,alfa,Alfa Romeo,7,19.0,0
2019,8,toro_rosso,Toro Rosso,8,17.0,0
2019,8,haas,Haas F1 Team,9,16.0,0
2019,8,williams,Williams,10,0.0,0
2019,9,mercedes,Mercedes,1,363.0,8
2019,9,ferrari,Ferrari,2,228.0,0
2019,9,red_bull,Red Bull,3,169.0,1
2019,9,mclaren,McLaren,4,52.0,0
2019,9,renault,Renault,5,32.0,0
2019,9,alfa,Alfa Romeo,6,22.0,0
2019,9,racing_point,Racing Point,7,19.0,0
2019,9,toro_rosso,Toro Rosso,8,17.0,0
2019,9,haas,Haas F1 Team,9,16.0,0
2019,9,williams,Williams,10,0.0,0
2019,10,mercedes,Mercedes,1,407.0,9
2019,10,ferrari,Ferrari,2,243.0,0
2019,10,red_bull,Red Bull,3,191.0,1
2019,10,mclaren,McLaren,4,60.0,0
2019,10,renault,Renault,5,39.0,0
2019,10,alfa,Alfa Romeo,6,26.0,0
2019,10,racing_point,Racing Point,7,19.0,0
2019,10,toro_rosso,Toro Rosso,8,19.0,0
2019,10,haas,Haas F1 Team,9,16.0,0
2019,10,williams,Williams,10,0.0,0
2019,11,mercedes,Mercedes,1,409.0,9
2019,11,ferrari,Ferrari,2,261.0,0
2019,11,red_bull,Red Bull,3,217.0,2
2019,11,mclaren,McLaren,4,70.0,0
2019,11,toro_rosso,Toro Rosso,5,42.0,0
2019,11,renault,Renault,6,39.0,0
2019,11,racing_point,Racing Point,7,31.0,0
2019,11,haas,Haas F1 Team,8,26.0,0
2019,11,alfa,Alfa Romeo,9,26.0,0
2019,11,williams,Williams,10,1.0,0
2019,12,mercedes,Mercedes,1,438.0,10
2019,12,ferrari,Ferrari,2,288.0,0
2019,12,red_bull,Red Bull,3,244.0,2
2019,12,mclaren,McLaren,4,82.0,0
2019,12,toro_rosso,Toro Rosso,5,43.0,0
2019,12,renault,Renault,6,39.0,0
2019,12,alfa,Alfa Romeo,7,32.0,0
2019,12,racing_point,Racing Point,8,31.0,0
2019,12,haas,Haas F1 Team,9,26.0,0
2019,12,williams,Williams,10,1.0,0
2019,13,mercedes,Mercedes,1,471.0,10
2019,13,ferrari,Ferrari,2,326.0,1
2019,13,red_bull,Red Bull,3,254.0,2
2019,13,mclaren,McLaren,4,82.0,0
2019,13,toro_rosso,Toro Rosso,5,51.0,0
2019,13,renault,Renault,6,43.0,0
2019,13,racing_point,Racing Point,7,40.0,0
2019,13,alfa,Alfa Romeo,8,32.0,0
2019,13,haas,Haas F1 Team,9,26.0,0
2019,13,williams,Williams,10,1.0,0
2019,14,mercedes,Mercedes,1,505.0,10
2019,14,ferrari,Ferrari,2,351.0,2
2019,14,red_bull,Red Bull,3,266.0,2
2019,14,mclaren,McLaren,4,83.0,0
2019,14,renault,Renault,5,65.0,0
2019,14,toro_rosso,Toro Rosso,6,51.0,0
2019,14,racing_point,Racing Point,7,46.0,0
2019,14,alfa,Alfa Romeo,8,34.0,0
2019,14,haas,Haas F1 Team,9,26.0,0
2019,14,williams,Williams,10,1.0,0
2019,15,mercedes,Mercedes,1,527.0,10
2019,15,ferrari,Ferrari,2,394.0,3
2019,15,red_bull,Red Bull,3,289.0,2
2019,15,mclaren,McLaren,4,89.0,0
2019,15,renault,Renault,5,67.0,0
2019,15,toro_rosso,Toro Rosso,6,55.0,0
2019,15,racing_point,Racing Point,7,46.0,0
2019,15,alfa,Alfa Romeo,8,35.0,0
2019,15,haas,Haas F1 Team,9,26.0,0
2019,15,williams,Williams,10,1.0,0
2019,16,mercedes,Mercedes,1,571.0,11
2019,16,ferrari,Ferrari,2,409.0,3
2019,16,red_bull,Red Bull,3,311.0,2
2019,16,mclaren,McLaren,4,101.0,0
2019,16,renault,Renault,5,68.0,0
2019,16,toro_rosso,Toro Rosso,6,55.0,0
2019,16,racing_point,Racing Point,7,52.0,0
2019,16,alfa,Alfa Romeo,8,35.0,0
2019,16,haas,Haas F1 Team,9,28.0,0
2019,16,williams,Williams,10,1.0,0
2019,17,mercedes,Mercedes,1,612.0,12
2019,17,ferrari,Ferrari,2,435.0,3
2019,17,red_bull,Red Bull,3,323.0,2
2019,17,mclaren,McLaren,4,111.0,0
2019,17,renault,Renault,5,68.0,0
2019,17,toro_rosso,Toro Rosso,6,62.0,0
2019,17,racing_point,Racing Point,7,58.0,0
2019,17,alfa,Alfa Romeo,8,35.0,0
2019,17,haas,Haas F1 Team,9,28.0,0
2019,17,williams,Williams,10,1.0,0
2019,18,mercedes,Mercedes,1,652.0,13
2019,18,ferrari,Ferrari,2,466.0,3
2019,18,red_bull,Red Bull,3,341.0,2
2019,18,mclaren,McLaren,4,111.0,0
2019,18,renault,Renault,5,73.0,0
2019,18,toro_rosso,Toro Rosso,6,64.0,0
2019,18,racing_point,Racing Point,7,64.0,0
2019,18,alfa,Alfa Romeo,8,35.0,0
2019,18,haas,Haas F1 Team,9,28.0,0
2019,18,williams,Williams,10,1.0,0
2019,19,mercedes,Mercedes,1,695.0,14
2019,19,ferrari,Ferrari,2,479.0,3
2019,19,red_bull,Red Bull,3,366.0,2
2019,19,mclaren,McLaren,4,121.0,0
2019,19,renault,Renault,5,83.0,0
2019,19,racing_point,Racing Point,6,65.0,0
2019,19,toro_rosso,Toro Rosso,7,64.0,0
2019,19,alfa,Alfa Romeo,8,35.0,0
2019,19,haas,Haas F1 Team,9,28.0,0
2019,19,williams,Williams,10,1.0,0
2019,20,mercedes,Mercedes,1,701.0,14
2019,20,ferrari,Ferrari,2,479.0,3
2019,20,red_bull,Red Bull,3,391.0,3
2019,20,mclaren,McLaren,4,140.0,0
2019,20,renault,Renault,5,91.0,0
2019,20,toro_rosso,Toro Rosso,6,83.0,0
2019,20,racing_point,Racing Point,7,67.0,0
2019,20,alfa,Alfa Romeo,8,57.0,0
2019,20,haas,Haas F1 Team,9,28.0,0
2019,20,williams,Williams,10,1.0,0
2019,21,mercedes,Mercedes,1,739.0,15
2019,21,ferrari,Ferrari,2,504.0,3
2019,21,red_bull,Red Bull,3,417.0,3
2019,21,mclaren,McLaren,4,145.0,0
2019,21,renault,Renault,5,91.0,0
2019,21,toro_rosso,Toro Rosso,6,85.0,0
2019,21,racing_point,Racing Point,7,73.0,0
2019,21,alfa,Alfa Romeo,8,57.0,0
2019,21,haas,Haas F1 Team,9,28.0,0
2019,21,williams,Williams,10,1.0,0
2020,1,mercedes,Mercedes,1,37.0,1
2020,1,mclaren,McLaren,2,26.0,0
2020,1,ferrari,Ferrari,3,19.0,0
2020,1,alphatauri,AlphaTauri,4,6.0,0
2020,1,renault,Renault,5,4.0,0
2020,1,alfa,Alfa Romeo,6,2.0,0
2020,1,racing_point,Racing Point,7,0.0,0
2020,1,williams,Williams,8,0.0,0
2020,1,red_bull,Red Bull,9,0.0,0
2020,1,haas,Haas F1 Team,0,0.0,0
2020,2,mercedes,Mercedes,1,80.0,2
2020,2,mclaren,McLaren,2,39.0,0
2020,2,red_bull,Red Bull,3,27.0,0
2020,2,ferrari,Ferrari,4,19.0,0
2020,2,renault,Renault,5,8.0,0
2020,2,racing_point,Racing Point,6,7.0,0
2020,2,alphatauri,AlphaTauri,7,7.0,0
2020,2,alfa,Alfa Romeo,8,2.0,0
2020,2,williams,Williams,9,0.0,0
2020,2,haas,Haas F1 Team,10,0.0,0
2020,3,mercedes,Mercedes,1,121.0,3
2020,3,red_bull,Red Bull,2,55.0,0
2020,3,mclaren,McLaren,3,41.0,0
2020,3,ferrari,Ferrari,4,27.0,0
2020,3,racing_point,Racing Point,5,25.0,0
2020,3,renault,Renault,6,12.0,0
2020,3,alphatauri,AlphaTauri,7,7.0,0
2020,3,alfa,Alfa Romeo,8,2.0,0
2020,3,haas,Haas F1 Team,9,1.0,0
2020,3,williams,Williams,10,0.0,0
2020,4,mercedes,Mercedes,1,146.0,4
2020,4,red_bull,Red Bull,2,78.0,0
2020,4,mclaren,McLaren,3,51.0,0
2020,4,ferrari,Ferrari,4,43.0,0
2020,4,renault,Renault,5,32.0,0
2020,4,racing_point,Racing Point,6,27.0,0
2020,4,alphatauri,AlphaTauri,7,13.0,0
2020,4,alfa,Alfa Romeo,8,2.0,0
2020,4,haas,Haas F1 Team,9,1.0,0
2020,4,williams,Williams,10,0.0,0
2020,5,mercedes,Mercedes,1,180.0,4
2020,5,red_bull,Red Bull,2,113.0,1
2020,5,ferrari,Ferrari,3,55.0,0
2020,5,mclaren,McLaren,4,53.0,0
2020,5,racing_point,Racing Point,5,41.0,0
2020,5,renault,Renault,6,36.0,0
2020,5,alphatauri,AlphaTauri,7,14.0,0
2020,5,alfa,Alfa Romeo,8,2.0,0
2020,5,haas,Haas F1 Team,9,1.0,0
2020,5,williams,Williams,10,0.0,0
2020,6,mercedes,Mercedes,1,221.0,5
2020,6,red_bull,Red Bull,2,135.0,1
2020,6,racing_point,Racing Point,3,63.0,0
2020,6,mclaren,McLaren,4,62.0,0
2020,6,ferrari,Ferrari,5,61.0,0
2020,6,renault,Renault,6,36.0,0
2020,6,alphatauri,AlphaTauri,7,16.0,0
2020,6,alfa,Alfa Romeo,8,2.0,0
2020,6,haas,Haas F1 Team,9,1.0,0
2020,6,williams,Williams,10,0.0,0
2020,7,mercedes,Mercedes,1,264.0,6
2020,7,red_bull,Red Bull,2,158.0,1
2020,7,mclaren,McLaren,3,68.0,0
2020,7,racing_point,Racing Point,4,66.0,0
2020,7,ferrari,Ferrari,5,61.0,0
2020,7,renault,Renault,6,59.0,0
2020,7,alphatauri,AlphaTauri,7,20.0,0
2020,7,alfa,Alfa Romeo,8,2.0,0
2020,7,haas,Haas F1 Team,9,1.0,0
2020,7,williams,Williams,10,0.0,0
2020,8,mercedes,Mercedes,1,281.0,6
2020,8,red_bull,Red Bull,2,158.0,1
2020,8,mclaren,McLaren,3,98.0,0
2020,8,racing_point,Racing Point,4,82.0,0
2020,8,renault,Renault,5,71.0,0
2020,8,ferrari,Ferrari,6,61.0,0
2020,8,alphatauri,AlphaTauri,7,47.0,1
2020,8,alfa,Alfa Romeo,8,2.0,0
2020,8,haas,Haas F1 Team,9,1.0,0
2020,8,williams,Williams,10,0.0,0
2020,9,mercedes,Mercedes,1,325.0,7
2020,9,red_bull,Red Bull,2,173.0,1
2020,9,mclaren,McLaren,3,106.0,0
2020,9,racing_point,Racing Point,4,92.0,0
2020,9,renault,Renault,5,83.0,0
2020,9,ferrari,Ferrari,6,66.0,0
2020,9,alphatauri,AlphaTauri,7,53.0,1
2020,9,alfa,Alfa Romeo,8,4.0,0
2020,9,haas,Haas F1 Team,9,1.0,0
2020,9,williams,Williams,10,0.0,0
2020,10,mercedes,Mercedes,1,366.0,8
2020,10,red_bull,Red Bull,2,192.0,1
2020,10,mclaren,McLaren,3,106.0,0
2020,10,racing_point,Racing Point,4,104.0,0
2020,10,renault,Renault,5,99.0,0
2020,10,ferrari,Ferrari,6,74.0,0
2020,10,alphatauri,AlphaTauri,7,59.0,1
2020,10,alfa,Alfa Romeo,8,4.0,0
2020,10,haas,Haas F1 Team,9,1.0,0
2020,10,williams,Williams,10,0.0,0
2020,11,mercedes,Mercedes,1,391.0,9
2020,11,red_bull,Red Bull,2,211.0,1
2020,11,racing_point,Racing Point,3,120.0,0
2020,11,mclaren,McLaren,4,116.0,0
2020,11,renault,Renault,5,114.0,0
2020,11,ferrari,Ferrari,6,80.0,0
2020,11,alphatauri,AlphaTauri,7,67.0,1
2020,11,alfa,Alfa Romeo,8,5.0,0
2020,11,haas,Haas F1 Team,9,3.0,0
2020,11,williams,Williams,10,0.0,0
2020,12,mercedes,Mercedes,1,435.0,10
2020,12,red_bull,Red Bull,2,226.0,1
2020,12,racing_point,Racing Point,3,126.0,0
2020,12,mclaren,McLaren,4,124.0,0
2020,12,renault,Renault,5,120.0,0
2020,12,ferrari,Ferrari,6,93.0,0
2020,12,alphatauri,AlphaTauri,7,77.0,1
2020,12,alfa,Alfa Romeo,8,5.0,0
2020,12,haas,Haas F1 Team,9,3.0,0
2020,12,williams,Williams,10,0.0,0
2020,13,mercedes,Mercedes,1,479.0,11
2020,13,red_bull,Red Bull,2,226.0,1
2020,13,renault,Renault,3,135.0,0
2020,13,mclaren,McLaren,4,134.0,0
2020,13,racing_point,Racing Point,5,134.0,0
2020,13,ferrari,Ferrari,6,103.0,0
2020,13,alphatauri,AlphaTauri,7,89.0,1
2020,13,alfa,Alfa Romeo,8,8.0,0
2020,13,haas,Haas F1 Team,9,3.0,0
2020,13,williams,Williams,10,0.0,0
2020,14,mercedes,Mercedes,1,504.0,12
2020,14,red_bull,Red Bull,2,240.0,1
2020,14,racing_point,Racing Point,3,154.0,0
2020,14,mclaren,McLaren,4,149.0,0
2020,14,renault,Renault,5,136.0,0
2020,14,ferrari,Ferrari,6,130.0,0
2020,14,alphatauri,AlphaTauri,7,89.0,1
2020,14,alfa,Alfa Romeo,8,8.0,0
2020,14,haas,Haas F1 Team,9,3.0,0
2020,14,williams,Williams,10,0.0,0
2020,15,mercedes,Mercedes,1,533.0,13
2020,15,red_bull,Red Bull,2,274.0,1
2020,15,mclaren,McLaren,3,171.0,0
2020,15,racing_point,Racing Point,4,154.0,0
2020,15,renault,Renault,5,144.0,0
2020,15,ferrari,Ferrari,6,131.0,0
2020,15,alphatauri,AlphaTauri,7,97.0,1
2020,15,alfa,Alfa Romeo,8,8.0,0
2020,15,haas,Haas F1 Team,9,3.0,0
2020,15,williams,Williams,10,0.0,0
2020,16,mercedes,Mercedes,1,540.0,13
2020,16,red_bull,Red Bull,2,282.0,1
2020,16,racing_point,Racing Point,3,194.0,1
2020,16,mclaren,McLaren,4,184.0,0
2020,16,renault,Renault,5,172.0,0
2020,16,ferrari,Ferrari,6,131.0,0
2020,16,alphatauri,AlphaTauri,7,103.0,1
2020,16,alfa,Alfa Romeo,8,8.0,0
2020,16,haas,Haas F1 Team,9,3.0,0
2020,16,williams,Williams,10,0.0,0
2020,17,mercedes,Mercedes,1,573.0,13
2020,17,red_bull,Red Bull,2,319.0,2
2020,17,mclaren,McLaren,3,202.0,0
2020,17,racing_point,Racing Point,4,195.0,1
2020,17,renault,Renault,5,181.0,0
2020,17,ferrari,Ferrari,6,131.0,0
2020,17,alphatauri,AlphaTauri,7,107.0,1
2020,17,alfa,Alfa Romeo,8,8.0,0
2020,17,haas,Haas F1 Team,9,3.0,0
2020,17,williams,Williams,10,0.0,0
2021,1,mercedes,Mercedes,1,41.0,1
2021,1,red_bull,Red Bull,2,28.0,0
2021,1,mclaren,McLaren,3,18.0,0
2021,1,ferrari,Ferrari,4,12.0,0
2021,1,alphatauri,AlphaTauri,5,2.0,0
2021,1,aston_martin,Aston Martin,6,1.0,0
2021,1,alfa,Alfa Romeo,7,0.0,0
2021,1,alpine,Alpine F1 Team,8,0.0,0
2021,1,williams,Williams,9,0.0,0
2021,1,haas,Haas F1 Team,10,0.0,0
2021,2,mercedes,Mercedes,1,60.0,1
2021,2,red_bull,Red Bull,2,53.0,1
2021,2,mclaren,McLaren,3,41.0,0
2021,2,ferrari,Ferrari,4,34.0,0
2021,2,alphatauri,AlphaTauri,5,8.0,0
2021,2,aston_martin,Aston Martin,6,5.0,0
2021,2,alpine,Alpine F1 Team,7,3.0,0
2021,2,alfa,Alfa Romeo,8,0.0,0
2021,2,williams,Williams,9,0.0,0
2021,2,haas,Haas F1 Team,10,0.0,0
2021,3,mercedes,Mercedes,1,101.0,2
2021,3,red_bull,Red Bull,2,83.0,1
2021,3,mclaren,McLaren,3,53.0,0
2021,3,ferrari,Ferrari,4,42.0,0
2021,3,alpine,Alpine F1 Team,5,13.0,0
2021,3,alphatauri,AlphaTauri,6,9.0,0
2021,3,aston_martin,Aston Martin,7,5.0,0
2021,3,alfa,Alfa Romeo,8,0.0,0
2021,3,williams,Williams,9,0.0,0
2021,3,haas,Haas F1 Team,10,0.0,0
2021,4,mercedes,Mercedes,1,141.0,3
2021,4,red_bull,Red Bull,2,112.0,1
2021,4,mclaren,McLaren,3,65.0,0
2021,4,ferrari,Ferrari,4,60.0,0
2021,4,alpine,Alpine F1 Team,5,15.0,0
2021,4,alphatauri,AlphaTauri,6,10.0,0
2021,4,aston_martin,Aston Martin,7,5.0,0
2021,4,alfa,Alfa Romeo,8,0.0,0
2021,4,williams,Williams,9,0.0,0
2021,4,haas,Haas F1 Team,10,0.0,0
2021,5,red_bull,Red Bull,1,149.0,2
2021,5,mercedes,Mercedes,2,148.0,3
2021,5,mclaren,McLaren,3,80.0,0
2021,5,ferrari,Ferrari,4,78.0,0
2021,5,aston_martin,Aston Martin,5,19.0,0
2021,5,alphatauri,AlphaTauri,6,18.0,0
2021,5,alpine,Alpine F1 Team,7,17.0,0
2021,5,alfa,Alfa Romeo,8,1.0,0
2021,5,williams,Williams,9,0.0,0
2021,5,haas,Haas F1 Team,10,0.0,0
2021,6,red_bull,Red Bull,1,174.0,3
2021,6,mercedes,Mercedes,2,148.0,3
2021,6,ferrari,Ferrari,3,94.0,0
2021,6,mclaren,McLaren,4,92.0,0
2021,6,alphatauri,AlphaTauri,5,39.0,0
2021,6,aston_martin,Aston Martin,6,37.0,0
2021,6,alpine,Alpine F1 Team,7,25.0,0
2021,6,alfa,Alfa Romeo,8,2.0,0
2021,6,haas,Haas F1 Team,9,0.0,0
2021,6,williams,Williams,10,0.0,0
2021,7,red_bull,Red Bull,1,215.0,4
