year,driver_id,is_rookie,is_f2_champion,team_switch,seasons_in_team,career_wins,career_podiums,career_races,preseason_champ_prob,regulation_change_mag,new_pu_generation,is_mercedes_pu,is_ferrari_pu,is_honda_pu,launch_earliness_score,prior_season_final5_pts,prior_season_final5_avg,prior_season_avg_finish,fastest_test_lap_s,test_gap_to_fastest_s,test_total_laps,test_long_run_pace_s,test_short_run_pace_s,test_laps_vs_field_pct,test_reliability_score,test_data_available
2016,rosberg,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,hamilton,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,vettel,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,ricciardo,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,massa,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,grosjean,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,hulkenberg,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,bottas,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,sainz,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,max_verstappen,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,jolyon_palmer,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,kevin_magnussen,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,perez,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,button,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,nasr,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,wehrlein,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,ericsson,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,raikkonen,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,haryanto,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,gutierrez,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,alonso,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,kvyat,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,vandoorne,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2016,ocon,1,0,0,0,0,0,0,0.001,1,1,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,vettel,0,0,0,1,0,7,21,0.001,2,0,0,0,0,0.5,59.0,4.2,7.29,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,hamilton,0,0,0,1,10,17,21,0.001,2,0,0,0,0,0.5,115.0,1.4,3.76,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,bottas,0,0,1,0,0,1,21,0.001,2,0,0,0,0,0.5,5.0,13.2,9.67,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,raikkonen,0,0,0,1,0,4,21,0.001,2,0,0,0,0,0.5,26.0,11.2,7.52,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,max_verstappen,0,0,0,1,1,7,21,0.001,2,0,0,0,0,0.5,57.0,6.6,6.9,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,massa,0,0,0,1,0,0,21,0.001,2,0,0,0,0,0.5,12.0,10.4,11.38,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,perez,0,0,0,1,0,2,21,0.001,2,0,0,0,0,0.5,27.0,7.4,8.57,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,sainz,0,0,0,1,0,0,21,0.001,2,0,0,0,0,0.5,16.0,12.6,12.05,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,kvyat,0,0,0,1,0,1,21,0.001,2,0,0,0,0,0.5,0.0,14.8,14.48,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,ocon,0,0,1,0,0,0,9,0.001,2,0,0,0,0,0.5,0.0,17.0,17.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,hulkenberg,0,0,1,0,0,0,21,0.001,2,0,0,0,0,0.5,22.0,10.2,11.33,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,giovinazzi,1,0,0,0,0,0,0,0.001,2,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,vandoorne,0,0,0,1,0,0,1,0.001,2,0,0,0,0,0.5,1.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,alonso,0,0,0,1,0,0,20,0.001,2,0,0,0,0,0.5,12.0,10.8,11.6,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,kevin_magnussen,0,0,1,0,0,0,21,0.001,2,0,0,0,0,0.5,0.0,15.8,15.05,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,stroll,1,0,0,0,0,0,0,0.001,2,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,ricciardo,0,0,0,1,1,8,21,0.001,2,0,0,0,0,0.5,52.0,5.0,4.38,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,ericsson,0,0,0,1,0,0,21,0.001,2,0,0,0,0,0.5,0.0,15.2,15.86,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,jolyon_palmer,0,0,0,1,0,0,21,0.001,2,0,0,0,0,0.5,0.0,15.0,16.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,grosjean,0,0,0,1,0,0,21,0.001,2,0,0,0,0,0.5,1.0,14.8,13.86,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,wehrlein,0,0,1,0,0,0,21,0.001,2,0,0,0,0,0.5,0.0,18.0,17.29,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,button,0,0,0,1,0,0,21,0.001,2,0,0,0,0,0.5,2.0,15.0,13.9,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,resta,1,0,0,0,0,0,0,0.001,2,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,gasly,1,0,0,0,0,0,0,0.001,2,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2017,brendon_hartley,1,0,0,0,0,0,0,0.001,2,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,vettel,0,0,0,2,5,20,21,0.001,0,0,0,0,0,0.5,70.0,5.8,4.15,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,hamilton,0,0,0,2,19,30,21,0.001,0,0,0,0,0,0.5,82.0,3.4,2.7,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,raikkonen,0,0,0,2,0,11,21,0.001,0,0,0,0,0,0.5,67.0,3.6,6.8,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,ricciardo,0,0,0,2,2,17,21,0.001,0,0,0,0,0,0.5,23.0,13.4,8.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,alonso,0,0,0,2,0,0,21,0.001,0,0,0,0,0,0.5,7.0,11.0,13.79,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,max_verstappen,0,0,0,2,3,11,21,0.001,0,0,0,0,0,0.5,75.0,3.4,9.3,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,hulkenberg,0,0,0,1,0,0,21,0.001,0,0,0,0,0,0.5,9.0,14.4,12.4,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,bottas,0,0,0,1,3,14,21,0.001,0,0,0,0,0,0.5,83.0,2.8,3.65,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,vandoorne,0,0,0,2,0,0,20,0.001,0,0,0,0,0,0.5,0.0,13.8,13.7,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,sainz,0,0,0,1,0,0,21,0.001,0,0,0,0,0,0.5,6.0,14.6,12.25,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,perez,0,0,0,2,0,2,21,0.001,0,0,0,0,0,0.5,24.0,7.6,8.25,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,ocon,0,0,0,1,0,0,21,0.001,0,0,0,0,0,0.5,30.0,8.6,8.45,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,leclerc,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,stroll,0,0,0,1,0,1,20,0.001,0,0,0,0,0,0.5,8.0,13.4,12.4,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,brendon_hartley,0,0,0,1,0,0,4,0.001,0,0,0,0,0,0.5,0.0,15.75,15.75,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,grosjean,0,0,0,2,0,0,21,0.001,0,0,0,0,0,0.5,2.0,12.8,12.25,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,kevin_magnussen,0,0,0,1,0,0,21,0.001,0,0,0,0,0,0.5,8.0,13.0,12.85,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,gasly,0,0,0,1,0,0,5,0.001,0,0,0,0,0,0.5,0.0,13.5,13.6,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,ericsson,0,0,0,2,0,0,21,0.001,0,0,0,0,0,0.5,0.0,16.0,15.35,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2018,sirotkin,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,bottas,0,0,0,2,3,22,21,0.001,0,0,0,0,0,0.5,58.0,4.4,5.1,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,hamilton,0,0,0,3,30,47,21,0.001,0,0,0,0,0,0.5,102.0,2.0,2.62,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,max_verstappen,0,0,0,3,5,22,21,0.001,0,0,0,0,0,0.5,91.0,2.2,6.1,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,vettel,0,0,0,3,10,32,21,0.001,0,0,0,0,0,0.5,64.0,4.0,3.86,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,leclerc,0,0,1,0,0,0,21,0.001,0,0,0,0,0,0.5,18.0,10.8,12.38,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,kevin_magnussen,0,0,0,2,0,0,21,0.001,0,0,0,0,0,0.5,3.0,14.8,11.38,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,hulkenberg,0,0,0,2,0,0,21,0.001,0,0,0,0,0,0.5,16.0,14.0,11.86,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,raikkonen,0,0,1,0,1,23,21,0.001,0,0,0,0,0,0.5,65.0,6.2,6.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,stroll,0,0,1,0,0,1,21,0.001,0,0,0,0,0,0.5,0.0,14.8,14.29,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,kvyat,0,0,0,2,0,1,21,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,gasly,0,0,1,0,0,0,21,0.001,0,0,0,0,0,0.5,1.0,12.4,12.86,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,norris,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,perez,0,0,1,0,0,3,21,0.001,0,0,0,0,0,0.5,15.0,10.2,10.57,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,albon,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,giovinazzi,0,0,1,0,0,0,2,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,russell,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,kubica,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,grosjean,0,0,0,3,0,0,21,0.001,0,0,0,0,0,0.5,10.0,11.6,12.57,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,ricciardo,0,0,1,0,4,19,21,0.001,0,0,0,0,0,0.5,36.0,9.0,9.19,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2019,sainz,0,0,1,0,0,0,21,0.001,0,0,0,0,0,0.5,15.0,10.8,10.29,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,bottas,0,0,0,3,7,37,21,0.001,0,0,0,0,0,0.5,77.0,5.8,4.1,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,leclerc,0,0,0,1,2,10,21,0.001,0,0,0,0,0,0.5,49.0,7.0,5.57,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,norris,0,0,0,1,0,0,21,0.001,0,0,0,0,0,0.5,14.0,10.8,11.33,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,hamilton,0,0,0,4,41,64,21,0.001,0,0,0,0,0,0.5,91.0,2.8,2.38,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,sainz,0,0,0,1,0,1,21,0.001,0,0,0,0,0,0.5,30.0,7.8,10.05,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,perez,0,0,0,1,0,3,21,0.001,0,0,0,0,0,0.5,19.0,8.2,10.81,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,gasly,0,0,1,0,0,1,21,0.001,0,0,0,0,0,0.5,26.0,10.4,9.33,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,ocon,0,0,1,0,0,0,21,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,giovinazzi,0,0,0,1,0,0,21,0.001,0,0,0,0,0,0.5,10.0,12.6,13.86,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,vettel,0,0,0,4,11,41,21,0.001,0,0,0,0,0,0.5,46.0,9.2,6.43,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,latifi,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,kvyat,0,0,1,0,0,2,21,0.001,0,0,0,0,0,0.5,4.0,10.4,11.86,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,albon,0,0,0,1,0,0,21,0.001,0,0,0,0,0,0.5,40.0,6.8,9.33,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,raikkonen,0,0,0,1,1,23,21,0.001,0,0,0,0,0,0.5,12.0,11.8,11.62,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,russell,0,0,0,1,0,0,21,0.001,0,0,0,0,0,0.5,0.0,15.6,15.81,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,grosjean,0,0,0,4,0,0,21,0.001,0,0,0,0,0,0.5,0.0,14.6,15.05,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,kevin_magnussen,0,0,0,3,0,0,21,0.001,0,0,0,0,0,0.5,0.0,14.6,13.76,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,stroll,0,0,0,1,0,1,21,0.001,0,0,0,0,0,0.5,2.0,14.6,12.76,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,ricciardo,0,0,0,1,4,19,21,0.001,0,0,0,0,0,0.5,20.0,10.0,12.14,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,max_verstappen,0,0,0,4,8,31,21,0.001,0,0,0,0,0,0.5,66.0,6.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,hulkenberg,0,0,1,0,0,0,21,0.001,0,0,0,0,0,0.5,3.0,13.2,11.81,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,aitken,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2020,pietro_fittipaldi,1,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2021,hamilton,0,0,0,5,52,78,21,0.001,1,0,0,0,0,0.5,91.0,1.5,1.88,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2021,max_verstappen,0,0,0,5,10,42,21,0.001,1,0,0,0,0,0.5,52.0,9.0,7.12,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2021,bottas,0,0,0,4,9,48,21,0.001,1,0,0,0,0,0.5,44.0,6.8,5.18,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2021,norris,0,0,0,2,0,1,21,0.001,1,0,0,0,0,0.5,32.0,7.0,8.29,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2021,perez,0,0,1,0,1,5,21,0.001,1,0,0,0,0,0.5,51.0,9.4,7.4,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2021,leclerc,0,0,0,2,2,12,21,0.001,1,0,0,0,0,0.5,23.0,10.4,9.88,0.0,0.0,0,0.0,0.0,0.0,0.5,0
2021,ricciardo,0,0,1,0,4,21,21,0.001,1,0,0,0,0,0.5,39.0,6.4,7.47,0.0,0.0,0,0.0,0.0,0.0,0.5,0
